ticket_id,created_date,resolved_date,category,priority,channel,product_area,agent_id,first_response_minutes,resolution_minutes,customer_id,csat_score,is_repeat_contact,sla_breached
6105,2025-12-08 04:34:51,2025-12-08 21:13:51,Feature Request,High,Chat,Login,AGT-004,134,999,CUST-02965,5,0,0
6106,2026-05-22 11:15:35,2026-05-25 07:27:35,Technical,Medium,Chat,Login,AGT-003,152,4092,CUST-06295,5,0,0
6107,2025-04-06 20:05:32,2025-04-07 20:31:32,Account,High,Chat,Payments,AGT-009,174,1466,CUST-02683,4,0,1
6108,2025-01-23 15:27:28,2025-01-24 16:36:28,Bug,High,Chat,API,AGT-013,257,1509,CUST-03139,4,0,1
6109,2025-10-26 07:04:02,2025-10-28 15:02:02,Billing,Medium,Phone,Login,AGT-014,399,3358,CUST-02374,4,0,0
6110,2026-07-22 00:42:09,2026-07-25 21:06:09,Account,Low,Email,Dashboard,AGT-009,924,5544,CUST-00334,3,0,0
6111,2026-03-15 23:14:48,2026-03-20 20:56:48,Technical,Low,Email,API,AGT-007,1224,7062,CUST-06052,3,0,0
6112,2025-10-06 07:18:30,2025-10-11 12:14:30,Technical,Low,Email,Login,AGT-008,984,7496,CUST-07632,3,0,1
6113,2025-04-18 10:39:42,2025-04-19 19:28:42,Bug,Medium,Chat,API,AGT-012,292,1969,CUST-04420,5,0,0
6114,2026-02-21 22:31:58,2026-02-22 23:48:58,Technical,High,Portal,Mobile App,AGT-018,72,1517,CUST-02654,2,0,1
6115,2026-04-20 10:00:38,2026-04-24 22:18:38,Account,Low,Portal,Mobile App,AGT-009,1567,6498,CUST-03597,1,1,1
6116,2025-10-19 02:51:30,2025-10-22 17:08:30,Bug,Medium,Portal,Dashboard,AGT-019,422,5177,CUST-00850,3,1,1
6117,2025-07-19 10:34:18,2025-07-21 18:36:18,Feature Request,Low,Chat,Login,AGT-015,881,3362,CUST-05343,4,0,0
6118,2025-07-23 16:21:15,2025-07-29 17:10:15,Account,Medium,Email,Payments,AGT-008,66,8689,CUST-00479,1,0,1
6119,2025-08-29 10:59:12,2025-08-30 16:13:12,Bug,High,Email,Payments,AGT-018,196,1754,CUST-03457,1,1,1
6120,2025-11-14 08:37:58,2025-11-14 10:34:58,Feature Request,Critical,Email,Mobile App,AGT-003,60,117,CUST-06432,5,1,0
6121,2026-05-19 07:06:36,2026-05-21 15:05:36,Technical,Medium,Email,Login,AGT-004,333,3359,CUST-00361,5,0,0
6122,2026-06-27 03:12:45,2026-07-03 08:39:45,Account,Low,Chat,Payments,AGT-012,824,8967,CUST-03326,4,0,1
6123,2026-03-14 04:09:51,2026-03-19 22:50:51,Account,Low,Email,Login,AGT-019,581,8321,CUST-02233,3,0,1
6124,2026-02-13 01:00:35,2026-02-15 18:42:35,Technical,Low,Phone,Dashboard,AGT-003,1098,3942,CUST-02458,5,1,0
6125,2025-01-01 02:56:28,2025-01-02 11:53:28,Billing,Medium,Portal,API,AGT-010,364,1977,CUST-06101,4,0,0
6126,2025-05-05 08:31:12,2025-05-06 22:21:12,Technical,Medium,Phone,API,AGT-019,321,2270,CUST-07903,5,0,0
6127,2025-06-29 22:09:30,2025-07-05 02:15:30,Account,Low,Email,Login,AGT-016,1286,7446,CUST-01646,4,0,1
6128,2025-02-26 00:44:37,2025-03-01 20:31:37,Feature Request,Medium,Email,Payments,AGT-015,229,5507,CUST-07844,1,0,1
6129,2025-09-05 19:04:36,2025-09-06 22:16:36,Technical,High,Phone,Mobile App,AGT-008,124,1632,CUST-01708,1,0,1
6130,2026-06-03 05:20:39,2026-06-07 09:48:39,Billing,Medium,Phone,Login,AGT-001,311,6028,CUST-04055,4,0,1
6131,2025-06-26 13:25:15,2025-06-28 19:04:15,Feature Request,Medium,Email,Login,AGT-017,271,3219,CUST-07934,5,0,0
6132,2025-12-08 03:52:52,2025-12-09 03:25:52,Bug,High,Email,Dashboard,AGT-019,126,1413,CUST-07542,5,0,0
6133,2025-12-26 17:52:11,2026-01-05 20:27:11,Billing,Low,Phone,Payments,AGT-015,659,14555,CUST-07447,5,0,1
6134,2025-07-13 20:25:15,2025-07-14 17:20:15,Technical,High,Phone,Mobile App,AGT-013,298,1255,CUST-03131,2,1,1
6135,2026-03-02 12:21:13,2026-03-09 01:31:13,Bug,Low,Portal,Payments,AGT-007,1476,9430,CUST-04505,5,1,1
6136,2026-07-29 21:14:31,2026-08-01 12:50:31,Bug,Low,Portal,API,AGT-017,1039,3816,CUST-05167,4,1,0
6137,2026-03-14 21:33:38,2026-03-20 18:43:38,Billing,Medium,Phone,Payments,AGT-013,236,8470,CUST-04442,2,0,1
6138,2026-05-05 17:04:18,2026-05-05 20:02:18,Bug,Critical,Phone,Mobile App,AGT-020,67,178,CUST-04985,1,0,1
6139,2026-06-06 08:53:59,2026-06-11 11:02:59,Technical,Low,Email,Dashboard,AGT-010,1495,7329,CUST-01037,5,0,1
6140,2026-06-21 19:24:51,2026-06-22 14:02:51,Feature Request,High,Portal,Dashboard,AGT-012,230,1118,CUST-06129,3,1,0
6141,2025-08-29 04:25:43,2025-08-29 08:21:43,Account,Critical,Email,API,AGT-007,18,236,CUST-00752,5,0,0
6142,2025-08-12 13:41:11,2025-08-14 21:19:11,Billing,Medium,Email,Login,AGT-008,312,3338,CUST-01794,5,0,0
6143,2025-07-26 10:08:52,2025-08-01 00:38:52,Technical,Low,Email,API,AGT-013,550,8070,CUST-00176,2,0,1
6144,2026-02-20 19:47:57,2026-02-23 06:25:57,Account,Medium,Email,Payments,AGT-018,159,3518,CUST-05462,2,0,0
6145,2026-01-25 23:13:38,2026-01-28 13:46:38,Billing,Medium,Chat,Dashboard,AGT-005,455,3753,CUST-07791,1,0,0
6146,2026-06-22 20:51:07,2026-06-23 12:10:07,Bug,High,Chat,Payments,AGT-013,66,919,CUST-06837,5,0,0
6147,2025-06-25 07:16:33,2025-06-27 19:20:33,Account,Medium,Portal,Login,AGT-003,318,3604,CUST-06036,4,0,0
6148,2025-09-08 13:52:11,2025-09-11 07:18:11,Account,Medium,Phone,API,AGT-012,180,3926,CUST-00554,5,0,0
6149,2025-03-27 19:35:01,2025-03-31 15:06:01,Technical,Medium,Phone,Payments,AGT-013,164,5491,CUST-00760,2,0,1
6150,2025-12-01 05:30:18,2025-12-05 02:23:18,Feature Request,Low,Portal,Payments,AGT-001,1053,5573,CUST-00555,5,0,0
6151,2025-07-21 15:36:50,2025-08-02 16:21:50,Bug,Low,Chat,Payments,AGT-011,2232,17325,CUST-04538,2,1,1
6152,2025-03-11 22:48:43,2025-03-16 08:23:43,Technical,Low,Email,Dashboard,AGT-008,828,6335,CUST-07241,4,0,0
6153,2026-03-17 11:40:33,2026-03-21 06:35:33,Billing,Medium,Chat,Mobile App,AGT-008,195,5455,CUST-00063,1,0,1
6154,2026-06-23 04:21:23,2026-06-27 06:22:23,Bug,Low,Phone,Login,AGT-009,836,5881,CUST-07558,5,1,0
6155,2026-06-18 03:55:49,2026-06-19 07:59:49,Billing,Medium,Email,API,AGT-003,162,1684,CUST-04336,4,0,0
6156,2025-09-09 20:04:19,2025-09-09 23:07:19,Technical,Critical,Portal,Login,AGT-010,49,183,CUST-02922,3,0,0
6157,2025-10-10 00:24:45,2025-10-10 02:42:45,Billing,Critical,Portal,Dashboard,AGT-007,35,138,CUST-03153,2,0,0
6158,2026-05-29 03:03:52,2026-05-31 02:37:52,Bug,High,Email,Payments,AGT-010,114,2854,CUST-00520,1,1,1
6159,2026-05-22 18:43:23,2026-05-26 19:34:23,Feature Request,Low,Chat,Mobile App,AGT-015,1658,5811,CUST-01695,1,0,1
6160,2025-05-05 01:23:27,2025-05-06 03:22:27,Feature Request,Medium,Phone,API,AGT-008,328,1559,CUST-03835,4,0,0
6161,2026-06-21 06:12:47,2026-06-24 01:01:47,Account,Medium,Email,Mobile App,AGT-019,308,4009,CUST-07024,4,0,0
6162,2025-09-20 03:34:44,2025-09-20 10:14:44,Feature Request,Critical,Email,Payments,AGT-016,40,400,CUST-03157,1,0,1
6163,2025-01-19 02:42:43,2025-01-20 19:27:43,Feature Request,Medium,Phone,Dashboard,AGT-012,318,2445,CUST-01277,4,0,0
6164,2026-04-28 20:29:22,2026-04-29 11:25:22,Account,High,Chat,Mobile App,AGT-011,217,896,CUST-07101,5,0,0
6165,2026-07-26 23:43:24,2026-07-31 11:56:24,Technical,Low,Phone,Mobile App,AGT-014,1238,6493,CUST-07019,3,0,0
6166,2025-01-09 09:08:47,2025-01-10 04:45:47,Account,Medium,Chat,Login,AGT-003,229,1177,CUST-01015,4,0,0
6167,2026-06-25 23:58:40,2026-06-27 11:40:40,Bug,Medium,Email,Mobile App,AGT-006,666,2142,CUST-06083,3,0,1
6168,2026-05-06 22:51:06,2026-05-10 01:09:06,Technical,Medium,Chat,Login,AGT-004,487,4458,CUST-00628,4,0,1
6169,2026-05-30 16:31:16,2026-06-02 07:20:16,Billing,Medium,Chat,Payments,AGT-007,180,3769,CUST-00383,3,0,0
6170,2026-04-15 16:47:53,2026-04-16 19:09:53,Billing,Medium,Portal,Login,AGT-006,757,1582,CUST-00147,2,0,1
6171,2025-11-13 03:17:09,2025-11-13 09:32:09,Feature Request,Medium,Email,Dashboard,AGT-008,365,375,CUST-01671,5,0,0
6172,2026-02-08 08:29:54,2026-02-11 11:34:54,Bug,Low,Chat,Dashboard,AGT-017,627,4505,CUST-05881,4,0,0
6173,2025-12-18 00:14:51,2025-12-20 22:20:51,Bug,Medium,Portal,Mobile App,AGT-002,195,4206,CUST-03747,2,1,0
6174,2025-11-22 05:37:24,2025-11-23 12:59:24,Account,Low,Chat,Dashboard,AGT-019,902,1882,CUST-04339,4,0,0
6175,2025-01-22 22:42:20,2025-01-27 04:50:20,Feature Request,Low,Portal,Login,AGT-005,1489,6128,CUST-04726,2,0,1
6176,2025-04-29 19:12:46,2025-05-02 22:45:46,Account,Medium,Email,Login,AGT-010,192,4533,CUST-03799,3,0,1
6177,2025-11-08 23:31:49,2025-11-12 05:02:49,Technical,Medium,Email,Dashboard,AGT-020,228,4651,CUST-03209,2,0,1
6178,2025-03-24 20:40:11,2025-03-30 04:58:11,Account,Low,Chat,Dashboard,AGT-018,1002,7698,CUST-06966,2,0,1
6179,2025-12-20 03:47:30,2025-12-21 20:41:30,Feature Request,High,Chat,Payments,AGT-014,181,2454,CUST-01557,2,0,1
6180,2025-02-24 15:39:43,2025-02-24 21:31:43,Billing,High,Phone,Mobile App,AGT-013,342,352,CUST-03343,2,0,1
6181,2025-10-30 03:14:51,2025-10-30 14:46:51,Account,Medium,Phone,Mobile App,AGT-002,246,692,CUST-04298,5,0,0
6182,2025-02-08 03:58:07,2025-02-12 00:17:07,Bug,Low,Email,Login,AGT-009,1275,5539,CUST-07118,5,0,0
6183,2025-09-21 14:47:45,2025-09-24 05:15:45,Feature Request,Medium,Portal,Dashboard,AGT-017,585,3748,CUST-02743,4,0,1
6184,2025-10-09 08:18:45,2025-10-11 19:05:45,Billing,Medium,Phone,Dashboard,AGT-007,569,3527,CUST-03563,2,0,1
6185,2025-08-12 11:35:38,2025-08-14 18:10:38,Feature Request,Medium,Portal,Login,AGT-018,208,3275,CUST-00896,5,0,0
6186,2026-02-11 10:18:22,2026-02-12 07:59:22,Technical,Medium,Chat,API,AGT-020,248,1301,CUST-05719,5,0,0
6187,2026-01-06 01:17:34,2026-01-09 02:28:34,Technical,Medium,Email,Payments,AGT-014,554,4391,CUST-02910,3,0,1
6188,2025-08-02 13:47:45,2025-08-05 06:54:45,Bug,Medium,Phone,Payments,AGT-007,505,3907,CUST-02437,3,1,1
6189,2025-09-20 12:06:42,2025-09-20 16:13:42,Account,High,Email,Payments,AGT-007,237,247,CUST-01595,4,0,0
6190,2025-06-26 14:03:50,2025-06-27 05:01:50,Billing,Critical,Portal,Payments,AGT-016,47,898,CUST-05732,3,1,1
6191,2026-01-29 11:09:53,2026-01-31 04:44:53,Account,Low,Phone,Login,AGT-005,1644,2495,CUST-03205,1,0,1
6192,2026-02-09 10:57:16,2026-02-09 16:41:16,Account,Critical,Chat,API,AGT-007,61,344,CUST-07397,1,0,1
6193,2026-02-09 00:51:29,2026-02-11 16:27:29,Account,Medium,Phone,API,AGT-005,605,3816,CUST-07917,1,0,1
6194,2025-03-10 02:56:01,2025-03-13 00:28:01,Billing,Medium,Portal,Mobile App,AGT-006,388,4172,CUST-03850,4,1,0
6195,2026-01-31 14:40:07,2026-02-05 22:02:07,Feature Request,Low,Portal,API,AGT-009,1269,7642,CUST-00886,2,0,1
6196,2025-12-26 18:06:20,2025-12-31 08:52:20,Billing,Medium,Email,Payments,AGT-004,324,6646,CUST-04833,2,0,1
6197,2025-12-29 15:23:13,2026-01-05 01:04:13,Bug,Medium,Phone,Payments,AGT-020,314,9221,CUST-02156,3,0,1
6198,2026-06-22 20:15:48,2026-06-24 15:49:48,Feature Request,Medium,Chat,Dashboard,AGT-009,604,2614,CUST-03871,2,0,1
6199,2025-08-30 17:43:03,2025-09-10 11:37:03,Bug,Low,Phone,API,AGT-020,1904,15474,CUST-07565,3,0,1
6200,2025-01-21 02:02:53,2025-01-26 17:51:53,Bug,Low,Chat,Payments,AGT-014,354,8149,CUST-03631,3,1,1
6201,2025-07-29 23:45:31,2025-07-30 20:31:31,Technical,High,Portal,Payments,AGT-019,101,1246,CUST-05599,5,1,0
6202,2026-06-11 14:53:49,2026-06-18 04:36:49,Billing,Low,Phone,Mobile App,AGT-018,1124,9463,CUST-07403,2,0,1
6203,2025-10-13 17:46:40,2025-10-14 11:52:40,Feature Request,High,Email,API,AGT-008,343,1086,CUST-01046,2,0,1
6204,2025-07-21 23:23:22,2025-07-22 23:04:22,Feature Request,Low,Email,Dashboard,AGT-005,1411,1421,CUST-00556,5,0,0
6205,2026-01-13 17:07:32,2026-01-17 03:45:32,Feature Request,Medium,Phone,API,AGT-014,829,4958,CUST-05817,2,0,1
6206,2026-05-28 06:15:30,2026-06-01 17:00:30,Bug,Medium,Chat,Mobile App,AGT-019,461,6405,CUST-06068,3,1,1
6207,2026-05-11 18:18:04,2026-05-12 16:31:04,Billing,High,Portal,Mobile App,AGT-017,303,1333,CUST-04894,2,0,1
6208,2026-02-19 09:51:30,2026-02-21 11:15:30,Feature Request,Medium,Email,API,AGT-019,683,2964,CUST-04191,3,0,1
6209,2025-01-11 05:34:50,2025-01-12 00:02:50,Billing,High,Chat,API,AGT-005,286,1108,CUST-02298,1,0,1
6210,2026-06-13 02:16:28,2026-06-16 02:59:28,Technical,Medium,Portal,Dashboard,AGT-013,311,4363,CUST-03947,2,0,1
6211,2025-05-31 02:49:32,2025-06-02 06:58:32,Technical,Low,Phone,Login,AGT-012,720,3129,CUST-02500,4,0,0
6212,2026-05-29 02:04:32,2026-06-01 04:43:32,Account,Medium,Email,Dashboard,AGT-019,327,4479,CUST-02714,1,0,1
6213,2026-03-19 22:40:05,2026-03-24 17:40:05,Technical,Low,Chat,API,AGT-004,931,6900,CUST-07936,5,0,0
6214,2026-01-26 22:17:31,2026-01-30 22:06:31,Feature Request,Low,Email,Payments,AGT-015,1561,5749,CUST-07095,3,0,1
6215,2025-08-19 02:48:49,2025-08-19 21:20:49,Billing,High,Portal,Mobile App,AGT-014,79,1112,CUST-02593,5,0,0
6216,2025-12-28 11:53:21,2025-12-29 17:13:21,Account,High,Email,Payments,AGT-005,137,1760,CUST-00098,4,0,1
6217,2026-06-12 20:32:00,2026-06-15 16:57:00,Feature Request,Medium,Email,Dashboard,AGT-013,376,4105,CUST-00046,4,0,0
6218,2025-06-29 08:37:21,2025-07-02 04:53:21,Technical,Medium,Email,Payments,AGT-007,41,4096,CUST-03801,2,0,0
6219,2025-01-08 23:33:09,2025-01-16 17:36:09,Feature Request,Medium,Phone,Payments,AGT-019,379,11163,CUST-06726,2,0,1
6220,2025-12-07 20:05:22,2025-12-08 22:49:22,Feature Request,Low,Email,Login,AGT-017,583,1604,CUST-01093,4,0,0
6221,2026-07-13 02:15:20,2026-07-16 17:32:20,Feature Request,Low,Email,API,AGT-004,631,5237,CUST-00002,5,1,0
6222,2025-04-05 03:13:55,2025-04-08 15:21:55,Feature Request,Low,Phone,Login,AGT-013,1422,5048,CUST-02246,3,0,0
6223,2026-01-31 13:21:35,2026-02-03 06:50:35,Technical,Low,Phone,Login,AGT-008,946,3929,CUST-05495,5,0,0
6224,2025-03-02 12:24:00,2025-03-07 14:37:00,Billing,Low,Chat,Payments,AGT-006,1784,7333,CUST-05909,1,0,1
6225,2026-06-14 14:16:23,2026-06-15 15:31:23,Technical,High,Phone,Mobile App,AGT-004,377,1515,CUST-02320,2,0,1
6226,2025-03-19 13:47:45,2025-03-20 04:30:45,Account,High,Email,API,AGT-003,156,883,CUST-00430,5,0,0
6227,2025-06-23 17:24:20,2025-06-23 21:52:20,Technical,Critical,Email,Dashboard,AGT-020,40,268,CUST-03928,3,0,1
6228,2026-05-30 04:57:38,2026-06-08 00:06:38,Feature Request,Low,Phone,Payments,AGT-011,1464,12669,CUST-06887,3,0,1
6229,2025-04-05 21:19:01,2025-04-06 19:45:01,Feature Request,High,Portal,Mobile App,AGT-018,230,1346,CUST-07118,2,1,0
6230,2026-05-25 02:46:33,2026-06-01 07:45:33,Billing,Low,Phone,Payments,AGT-004,577,10379,CUST-06668,1,0,1
6231,2025-03-27 04:41:56,2025-03-27 14:48:56,Billing,High,Phone,Mobile App,AGT-017,197,607,CUST-01124,5,0,0
6232,2025-04-24 02:59:06,2025-04-28 09:04:06,Billing,Medium,Chat,Payments,AGT-016,209,6125,CUST-01561,3,0,1
6233,2025-06-08 21:34:00,2025-06-12 11:41:00,Feature Request,Medium,Phone,Payments,AGT-002,461,5167,CUST-06089,2,0,1
6234,2025-12-27 15:30:42,2025-12-30 19:19:42,Feature Request,Medium,Portal,API,AGT-003,743,4549,CUST-07320,4,0,1
6235,2025-08-30 08:02:35,2025-09-02 16:08:35,Account,Medium,Email,Payments,AGT-001,491,4806,CUST-02853,2,0,1
6236,2026-05-19 19:08:41,2026-05-25 05:02:41,Technical,Low,Portal,Login,AGT-015,1148,7794,CUST-05470,2,0,1
6237,2026-01-03 02:10:41,2026-01-03 18:55:41,Feature Request,High,Email,Mobile App,AGT-006,191,1005,CUST-07717,5,0,0
6238,2026-06-24 12:41:44,2026-06-26 20:55:44,Technical,Medium,Phone,Dashboard,AGT-002,481,3374,CUST-02197,1,0,1
6239,2026-02-08 19:08:33,2026-02-13 14:30:33,Account,Low,Email,Login,AGT-011,436,6922,CUST-06527,3,0,0
6240,2025-07-23 10:08:36,2025-07-29 08:39:36,Feature Request,Low,Email,API,AGT-001,700,8551,CUST-02380,3,0,1
6241,2025-12-07 21:11:21,2025-12-10 03:40:21,Feature Request,Low,Portal,Login,AGT-011,990,3269,CUST-05438,5,0,0
6242,2026-01-11 17:31:29,2026-01-16 18:10:29,Technical,Medium,Chat,API,AGT-019,836,7239,CUST-04205,1,0,1
6243,2025-10-07 02:32:40,2025-10-10 21:35:40,Technical,Low,Phone,Payments,AGT-001,714,5463,CUST-05010,4,0,0
6244,2025-06-03 04:26:44,2025-06-06 10:53:44,Technical,Low,Chat,Login,AGT-017,958,4707,CUST-02793,4,0,0
6245,2026-04-23 04:31:28,2026-04-29 14:43:28,Feature Request,Low,Chat,Dashboard,AGT-009,584,9252,CUST-00425,2,0,1
6246,2025-10-11 04:36:11,2025-10-12 20:17:11,Billing,Medium,Portal,Dashboard,AGT-008,231,2381,CUST-06360,2,0,0
6247,2025-08-19 10:05:46,2025-08-20 11:57:46,Account,High,Chat,Login,AGT-019,155,1552,CUST-03048,4,1,1
6248,2026-02-13 18:59:53,2026-02-21 03:17:53,Technical,Low,Email,API,AGT-019,810,10578,CUST-06992,2,0,1
6249,2025-04-13 00:58:04,2025-04-13 20:54:04,Technical,High,Chat,Payments,AGT-020,72,1196,CUST-05208,5,0,0
6250,2025-08-18 20:07:16,2025-08-25 16:55:16,Technical,Medium,Portal,Payments,AGT-001,285,9888,CUST-06981,4,0,1
6251,2026-03-17 20:23:21,2026-03-18 00:05:21,Account,Critical,Portal,Dashboard,AGT-003,21,222,CUST-07222,5,0,0
6252,2025-02-19 07:36:47,2025-02-19 10:59:47,Billing,Critical,Phone,Mobile App,AGT-006,48,203,CUST-02849,5,0,0
6253,2026-07-20 07:58:43,2026-07-23 20:27:43,Account,Low,Chat,Login,AGT-003,1423,5069,CUST-03556,5,0,0
6254,2025-10-31 01:44:37,2025-11-01 02:03:37,Technical,High,Portal,Payments,AGT-001,223,1459,CUST-00397,3,0,1
6255,2025-09-06 08:29:41,2025-09-07 01:16:41,Feature Request,High,Email,Login,AGT-012,173,1007,CUST-03248,5,0,0
6256,2025-09-13 22:38:05,2025-09-15 01:37:05,Bug,Medium,Email,Dashboard,AGT-013,314,1619,CUST-07994,3,0,0
6257,2025-04-24 01:06:30,2025-04-30 12:55:30,Feature Request,Low,Portal,Payments,AGT-012,536,9349,CUST-06183,3,0,1
6258,2025-04-06 04:31:16,2025-04-07 07:06:16,Bug,High,Phone,API,AGT-013,135,1595,CUST-06155,2,0,1
6259,2025-07-09 05:19:56,2025-07-13 21:32:56,Bug,Low,Portal,Login,AGT-015,1398,6733,CUST-00949,5,0,0
6260,2025-10-31 00:48:35,2025-11-04 08:15:35,Feature Request,Low,Chat,Dashboard,AGT-019,799,6207,CUST-05265,4,0,0
6261,2026-04-12 12:04:34,2026-04-15 22:24:34,Technical,Medium,Phone,Login,AGT-012,405,4940,CUST-03405,5,0,1
6262,2025-08-09 22:12:07,2025-08-13 18:22:07,Bug,Medium,Phone,Login,AGT-016,383,5530,CUST-06037,2,0,1
6263,2025-03-31 22:09:13,2025-03-31 23:55:13,Billing,Critical,Portal,API,AGT-013,35,106,CUST-06329,4,0,0
6264,2025-01-29 09:14:33,2025-02-04 17:43:33,Technical,Low,Email,API,AGT-012,756,9149,CUST-07542,2,0,1
6265,2025-02-13 00:21:59,2025-02-14 18:44:59,Bug,Low,Phone,API,AGT-010,1128,2543,CUST-04541,1,0,0
6266,2025-10-16 02:56:52,2025-10-16 07:22:52,Bug,High,Phone,API,AGT-001,256,266,CUST-01669,1,1,1
6267,2025-08-08 21:26:30,2025-08-11 03:40:30,Technical,Medium,Portal,API,AGT-006,15,3254,CUST-01177,5,0,0
6268,2025-12-21 18:57:24,2025-12-25 11:10:24,Technical,Medium,Phone,API,AGT-014,358,5293,CUST-03745,2,0,1
6269,2025-02-04 09:25:59,2025-02-04 22:02:59,Bug,High,Portal,API,AGT-006,179,757,CUST-07595,4,0,0
6270,2025-02-28 09:27:01,2025-02-28 17:32:01,Account,Medium,Portal,API,AGT-012,475,485,CUST-05677,4,1,0
6271,2025-07-18 04:18:44,2025-07-18 08:51:44,Billing,High,Chat,API,AGT-004,141,273,CUST-07756,3,0,0
6272,2026-03-29 03:48:45,2026-03-29 11:19:45,Account,High,Phone,API,AGT-006,131,451,CUST-02185,3,0,0
6273,2026-02-22 21:22:11,2026-02-24 01:33:11,Technical,Medium,Phone,Mobile App,AGT-003,60,1691,CUST-00212,4,0,0
6274,2026-02-03 07:51:55,2026-02-03 10:03:55,Billing,Critical,Chat,Payments,AGT-017,43,132,CUST-05225,1,0,0
6275,2025-03-31 23:58:09,2025-04-05 23:42:09,Account,Low,Portal,API,AGT-001,1121,7184,CUST-02787,5,0,0
6276,2026-02-18 20:01:02,2026-02-23 15:39:02,Account,Low,Chat,Mobile App,AGT-013,657,6938,CUST-00472,3,0,0
6277,2026-03-02 06:24:38,2026-03-09 23:04:38,Feature Request,Low,Email,Login,AGT-002,1363,11080,CUST-06902,4,0,1
6278,2025-10-06 10:29:44,2025-10-11 12:14:44,Feature Request,Low,Email,Dashboard,AGT-002,909,7305,CUST-06611,4,1,1
6279,2025-11-12 04:03:23,2025-11-17 12:06:23,Billing,Low,Email,API,AGT-007,922,7683,CUST-02686,3,0,1
6280,2026-05-04 21:20:52,2026-05-08 18:26:52,Billing,Low,Email,Mobile App,AGT-018,1841,5586,CUST-07520,2,0,1
6281,2026-06-13 03:03:48,2026-06-15 07:33:48,Feature Request,Medium,Portal,Dashboard,AGT-017,587,3150,CUST-05804,4,0,1
6282,2026-04-04 04:12:58,2026-04-07 05:39:58,Technical,Medium,Email,Payments,AGT-018,270,4407,CUST-04915,3,0,1
6283,2026-06-04 22:48:49,2026-06-05 07:40:49,Account,High,Phone,Dashboard,AGT-011,303,532,CUST-06451,4,0,1
6284,2025-09-23 13:55:04,2025-09-24 00:30:04,Bug,High,Chat,Login,AGT-004,166,635,CUST-04846,4,0,0
6285,2026-06-28 19:32:21,2026-06-30 02:38:21,Account,High,Portal,Mobile App,AGT-006,135,1866,CUST-06800,2,0,1
6286,2025-06-16 10:07:23,2025-06-21 22:34:23,Billing,Low,Chat,Mobile App,AGT-003,1163,7947,CUST-03369,3,0,1
6287,2025-03-11 07:59:30,2025-03-14 15:58:30,Bug,Low,Chat,Mobile App,AGT-012,697,4799,CUST-03244,4,0,0
6288,2025-12-14 12:08:22,2025-12-17 02:27:22,Billing,Medium,Email,Login,AGT-011,556,3739,CUST-05544,2,1,1
6289,2025-11-29 18:04:51,2025-12-02 13:07:51,Technical,Medium,Chat,Dashboard,AGT-013,411,4023,CUST-01509,5,0,0
6290,2025-12-14 01:30:13,2025-12-14 23:35:13,Billing,High,Chat,Login,AGT-011,154,1325,CUST-03993,2,0,0
6291,2025-11-26 23:07:37,2025-11-27 17:23:37,Billing,Low,Chat,Mobile App,AGT-020,1086,1096,CUST-03694,5,0,0
6292,2025-04-21 07:28:44,2025-04-27 08:28:44,Account,Low,Phone,Dashboard,AGT-008,1616,8700,CUST-07297,2,0,1
6293,2026-06-30 02:31:08,2026-07-02 00:19:08,Billing,Medium,Email,Mobile App,AGT-013,189,2748,CUST-00334,4,0,0
6294,2025-09-08 19:12:05,2025-09-09 18:49:05,Feature Request,High,Phone,Dashboard,AGT-016,268,1417,CUST-07538,1,0,1
6295,2026-05-21 02:30:38,2026-05-24 18:26:38,Bug,Low,Portal,Login,AGT-014,1085,5276,CUST-05562,5,1,0
6296,2025-07-08 09:58:46,2025-07-12 07:55:46,Technical,Low,Chat,Payments,AGT-001,1399,5637,CUST-01868,4,0,0
6297,2025-06-27 16:38:04,2025-07-01 23:09:04,Billing,Medium,Portal,Mobile App,AGT-002,423,6151,CUST-01620,3,0,1
6298,2025-02-04 01:56:25,2025-02-10 15:05:25,Bug,Low,Phone,Mobile App,AGT-001,1604,9429,CUST-02250,3,0,1
6299,2025-03-19 10:31:10,2025-03-19 18:11:10,Billing,Medium,Chat,Mobile App,AGT-006,450,460,CUST-00598,5,0,0
6300,2026-01-20 21:56:59,2026-01-22 21:47:59,Feature Request,Low,Portal,Payments,AGT-007,1219,2871,CUST-07970,4,0,0
6301,2026-01-10 17:56:39,2026-01-13 11:02:39,Bug,High,Portal,Mobile App,AGT-005,340,3906,CUST-05045,3,1,1
6302,2025-01-12 08:32:29,2025-01-13 11:43:29,Technical,High,Portal,API,AGT-010,5,1631,CUST-06941,1,0,1
6303,2025-01-14 02:17:55,2025-01-18 13:12:55,Feature Request,Medium,Chat,Dashboard,AGT-015,273,6415,CUST-00251,3,0,1
6304,2025-07-17 01:39:24,2025-07-19 10:08:24,Technical,Medium,Phone,Mobile App,AGT-018,226,3389,CUST-07785,3,0,0
6305,2025-07-01 07:00:27,2025-07-02 04:14:27,Feature Request,Low,Phone,API,AGT-019,909,1274,CUST-05314,4,0,0
6306,2025-04-04 04:09:32,2025-04-04 12:47:32,Feature Request,High,Portal,Login,AGT-018,178,518,CUST-00235,5,0,0
6307,2026-03-22 10:38:20,2026-03-23 14:15:20,Technical,Medium,Phone,API,AGT-015,348,1657,CUST-06248,1,1,0
